label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
peace_sign,0.7967023849487305,0.7386940717697144,-5.631301647213149e-09,0.7717543840408325,0.5820012092590332,0.006811211351305246,0.7076478004455566,0.46727728843688965,0.00398020027205348,0.6439816951751709,0.37998050451278687,0.0019085448002442718,0.6066673398017883,0.2913966178894043,0.003978889901190996,0.5777830481529236,0.5434856414794922,-0.005808948539197445,0.5407922863960266,0.5352008938789368,0.02490977942943573,0.5822203159332275,0.5520576238632202,0.05196001008152962,0.6167615652084351,0.568789541721344,0.06400131434202194,0.5611116886138916,0.6327462196350098,-0.008796070702373981,0.5415259599685669,0.6128383278846741,0.02362965978682041,0.5779321193695068,0.6222758293151855,0.04224854335188866,0.6103734374046326,0.6353040337562561,0.04733018949627876,0.565295934677124,0.7161632776260376,-0.00553902518004179,0.5520086288452148,0.6854571104049683,0.028733359649777412,0.5847325921058655,0.6886025071144104,0.04228735342621803,0.6154720187187195,0.6969808340072632,0.04272624850273132,0.5792887806892395,0.7865773439407349,-0.0017301576444879174,0.5692846179008484,0.7575001120567322,0.02705870382487774,0.5996639132499695,0.7545416951179504,0.04118778556585312,0.6260512471199036,0.7600970268249512,0.04657484591007233
peace_sign,0.7943314909934998,0.7408040761947632,-6.113671791041497e-09,0.7695177793502808,0.5813041925430298,0.007428734563291073,0.7066414952278137,0.46588659286499023,0.004889758303761482,0.6436020731925964,0.3782603144645691,0.0030068897176533937,0.6046141386032104,0.2901219427585602,0.00548866530880332,0.5742994546890259,0.5408433675765991,-0.003060378599911928,0.5380634665489197,0.532577395439148,0.02840740792453289,0.5796672701835632,0.546908438205719,0.05579778179526329,0.614238977432251,0.5617544054985046,0.06816530227661133,0.5581583380699158,0.6296709179878235,-0.005760725121945143,0.5399488806724548,0.6063337922096252,0.027466971427202225,0.5764381885528564,0.614264965057373,0.04688793048262596,0.6082842350006104,0.6267785429954529,0.052751146256923676,0.5632719993591309,0.7132980227470398,-0.0024025978054851294,0.5507996082305908,0.6771793365478516,0.0323951281607151,0.5836449861526489,0.6803441047668457,0.04684948921203613,0.614016592502594,0.6893998384475708,0.04815901815891266,0.5780777931213379,0.7844934463500977,0.001473430311307311,0.5696381330490112,0.74993896484375,0.03123350441455841,0.5998528599739075,0.7461971640586853,0.04607276991009712,0.6255866885185242,0.7520288228988647,0.05207272619009018
peace_sign,0.7928761839866638,0.7399080991744995,-5.539972036672225e-09,0.7692360877990723,0.5821627378463745,0.008062398992478848,0.7068894505500793,0.46717217564582825,0.006660072598606348,0.6434548497200012,0.3797338604927063,0.005835259798914194,0.6048406958580017,0.29231998324394226,0.009149265475571156,0.5750572681427002,0.5413165092468262,-0.00025454573915340006,0.5407831072807312,0.5346977114677429,0.032333943992853165,0.5818284749984741,0.5500744581222534,0.05984541401267052,0.6153046488761902,0.5658583045005798,0.0720537006855011,0.5582311153411865,0.6304931044578552,-0.003260393626987934,0.5407689213752747,0.6091511845588684,0.03093906305730343,0.5767871141433716,0.6177905797958374,0.04991256073117256,0.608613133430481,0.6314732432365417,0.055223457515239716,0.5628726482391357,0.7140355706214905,-0.0002698901225812733,0.5522614121437073,0.6811834573745728,0.03482914716005325,0.5847125053405762,0.6841800212860107,0.04814417287707329,0.6151463985443115,0.693515956401825,0.048626095056533813,0.577515184879303,0.7847094535827637,0.003306913422420621,0.5712516903877258,0.7515162825584412,0.03246147558093071,0.601416826248169,0.7478072047233582,0.04637981578707695,0.627255916595459,0.7537380456924438,0.05182868242263794
peace_sign,0.7928087115287781,0.7387959957122803,-5.969063021638021e-09,0.7688838839530945,0.5807206630706787,0.007793286349624395,0.7066373229026794,0.46637821197509766,0.0058690570294857025,0.6434716582298279,0.3797049820423126,0.0044755288399755955,0.604373037815094,0.2921455502510071,0.007257106713950634,0.5737202763557434,0.5399359464645386,-0.0006664332468062639,0.5400916337966919,0.5340115427970886,0.031213385984301567,0.5814223289489746,0.5494016408920288,0.058100584894418716,0.6148826479911804,0.5648422837257385,0.06995104253292084,0.5574274659156799,0.6292334198951721,-0.003714272752404213,0.5414679050445557,0.6089876294136047,0.02990134432911873,0.577765703201294,0.6175131797790527,0.04848693683743477,0.6092483401298523,0.6306536793708801,0.05355845019221306,0.5625278949737549,0.7131897211074829,-0.0007951821899041533,0.5520059466362,0.6811088919639587,0.033949509263038635,0.5847476720809937,0.6843627691268921,0.0474814735352993,0.6150137186050415,0.6935158371925354,0.048072341829538345,0.5773066282272339,0.7845937609672546,0.00266967318020761,0.5702640414237976,0.7528213262557983,0.031787700951099396,0.6006567478179932,0.7491411566734314,0.0460023432970047,0.6265637278556824,0.7546711564064026,0.051589954644441605
peace_sign,0.7963904142379761,0.7378942966461182,-6.159548426865058e-09,0.7715948224067688,0.5824354887008667,0.008464827202260494,0.7088448405265808,0.4683184027671814,0.006449282169342041,0.6447722315788269,0.38052767515182495,0.0049703470431268215,0.6059296131134033,0.2923525869846344,0.007848632521927357,0.5770434141159058,0.5380493998527527,-0.0012572652194648981,0.539730429649353,0.5372639894485474,0.03073088638484478,0.5791305303573608,0.5553427338600159,0.05834526568651199,0.6136224269866943,0.5711978077888489,0.07068164646625519,0.5595341920852661,0.626224160194397,-0.004783867858350277,0.5410963296890259,0.6125512719154358,0.028909537941217422,0.5769482254981995,0.6231904029846191,0.04819551482796669,0.6094614267349243,0.6357781887054443,0.05377958342432976,0.5639016628265381,0.7109721302986145,-0.002214487176388502,0.5537997484207153,0.6859920024871826,0.032960545271635056,0.5861455202102661,0.6901366114616394,0.04656155779957771,0.6170815229415894,0.6983544230461121,0.04704789072275162,0.578281044960022,0.7837589979171753,0.0009741118992678821,0.573212742805481,0.75831139087677,0.030793165788054466,0.6042467355728149,0.7558795809745789,0.04498593136668205,0.6304987668991089,0.7607062458992004,0.050412170588970184
peace_sign,0.8175394535064697,0.7380168437957764,-6.77353106937062e-09,0.7934390306472778,0.5919077396392822,0.020199690014123917,0.7282796502113342,0.47282135486602783,0.020708831027150154,0.6638122797012329,0.3834279775619507,0.019647900015115738,0.6257281303405762,0.2991122901439667,0.022814080119132996,0.6066942811012268,0.5224590301513672,-0.002559999004006386,0.5421022176742554,0.5521435737609863,0.028499886393547058,0.5761973261833191,0.5808479189872742,0.05848421901464462,0.6131411790847778,0.5886274576187134,0.07228105515241623,0.5913094878196716,0.606403648853302,-0.013861315324902534,0.5463217496871948,0.6315495371818542,0.015090285800397396,0.5806245803833008,0.6520212292671204,0.0366041325032711,0.6167985796928406,0.6552460193634033,0.045083314180374146,0.5915241837501526,0.693281352519989,-0.017494596540927887,0.560065746307373,0.7031192779541016,0.0152632100507617,0.592526376247406,0.7165099382400513,0.033274758607149124,0.6272377371788025,0.7166009545326233,0.03707867115736008,0.6003756523132324,0.7723487615585327,-0.01948370225727558,0.5772262811660767,0.7736983299255371,0.009066933766007423,0.6105620265007019,0.7764079570770264,0.026117369532585144,0.6420901417732239,0.7732144594192505,0.033557433634996414
peace_sign,0.8166035413742065,0.7356597185134888,-9.185650462484318e-09,0.791252076625824,0.5907211899757385,0.021130051463842392,0.7273034453392029,0.4717169404029846,0.019501229748129845,0.6665953993797302,0.38108086585998535,0.01645110547542572,0.6277960538864136,0.30218514800071716,0.01780378445982933,0.6021265387535095,0.5217137336730957,-0.00756625272333622,0.5399647951126099,0.5553448796272278,0.02033095620572567,0.5742331147193909,0.5818132162094116,0.04836802929639816,0.6115135550498962,0.5866900086402893,0.060893453657627106,0.5894123911857605,0.6053104400634766,-0.02008659392595291,0.5483584403991699,0.6352224946022034,0.004774405155330896,0.5829434990882874,0.6537164449691772,0.026402948424220085,0.6184828281402588,0.6551480293273926,0.0350489541888237,0.5926757454872131,0.6930940747261047,-0.024615880101919174,0.5646325945854187,0.7065075039863586,0.005622022319585085,0.5978221297264099,0.7182492613792419,0.02585623227059841,0.631252646446228,0.7165476083755493,0.03109237551689148,0.60518479347229,0.7736339569091797,-0.027488762512803078,0.5825701355934143,0.7760050296783447,-0.0004060791397932917,0.6167011857032776,0.7778244614601135,0.01795830950140953,0.6478831171989441,0.773679256439209,0.026281185448169708
peace_sign,0.845510721206665,0.7445176243782043,-3.461359254774976e-10,0.8239589929580688,0.6109500527381897,0.017247525975108147,0.7688930630683899,0.4972677528858185,0.011622540652751923,0.7167853116989136,0.4049026370048523,0.006668517831712961,0.6877400875091553,0.31827598810195923,0.004327426198869944,0.6774599552154541,0.5090848207473755,-0.04055723175406456,0.6150403618812561,0.5353161692619324,-0.019346410408616066,0.6384373307228088,0.5675672292709351,0.007309761364012957,0.6652448177337646,0.5762466192245483,0.01944289170205593,0.6579472422599792,0.5946348309516907,-0.05133114010095596,0.6048861145973206,0.6196312308311462,-0.035099923610687256,0.6231061816215515,0.6449800133705139,-0.013809528201818466,0.6485991477966309,0.652550458908081,-0.005298050586134195,0.648047924041748,0.6857907772064209,-0.05152732878923416,0.6022263169288635,0.707453191280365,-0.02741066925227642,0.6201463937759399,0.7279613614082336,-0.0072299884632229805,0.645395815372467,0.733938455581665,-0.002034955658018589,0.6459428668022156,0.7659838795661926,-0.04929463192820549,0.6061379313468933,0.7802420854568481,-0.029159190133213997,0.6180164813995361,0.7985267043113708,-0.013985455967485905,0.6337328553199768,0.8087799549102783,-0.00795093085616827
peace_sign,0.8566891551017761,0.7597728967666626,-6.324755830178219e-09,0.8311799764633179,0.6146193146705627,0.022612256929278374,0.7737216949462891,0.502987265586853,0.022517982870340347,0.7201496362686157,0.41767212748527527,0.022415392100811005,0.6924773454666138,0.3343967795372009,0.02509370818734169,0.6798660159111023,0.5193713903427124,-0.023768620565533638,0.6298511624336243,0.5414560437202454,0.003955639433115721,0.6607537269592285,0.5700855255126953,0.03147289529442787,0.6879932880401611,0.577135443687439,0.04356244206428528,0.6616300344467163,0.604127824306488,-0.0332062803208828,0.6237845420837402,0.6252095103263855,-0.009303748607635498,0.649199366569519,0.6449671387672424,0.01291545107960701,0.6769997477531433,0.6523672342300415,0.021031687036156654,0.654352068901062,0.6941592693328857,-0.03183215484023094,0.6227526068687439,0.7063748836517334,-0.00037505527143366635,0.6470755338668823,0.7193772196769714,0.021639196202158928,0.6757354736328125,0.7241123914718628,0.02715826965868473,0.6565062999725342,0.7735680341720581,-0.02790963463485241,0.626215934753418,0.7761027216911316,-0.0010648530442267656,0.6487463116645813,0.7848465442657471,0.017456596717238426,0.6724415421485901,0.7920092940330505,0.025562604889273643
peace_sign,0.205245241522789,0.9820490479469299,1.2475850574844571e-08,0.24735724925994873,0.9567197561264038,-0.054632946848869324,0.2548277676105499,0.8867661356925964,-0.09567621350288391,0.20266897976398468,0.8325381278991699,-0.13420219719409943,0.160104900598526,0.7928436994552612,-0.17073217034339905,0.2761061191558838,0.7296226620674133,-0.076508067548275,0.3064231872558594,0.6064573526382446,-0.1231597512960434,0.31984269618988037,0.5258840322494507,-0.1562737375497818,0.32528722286224365,0.45888185501098633,-0.18266652524471283,0.2139998972415924,0.7233052849769592,-0.08016297221183777,0.1929902285337448,0.5887418985366821,-0.13635101914405823,0.16955435276031494,0.5057835578918457,-0.17571687698364258,0.14768584072589874,0.4416348934173584,-0.20578348636627197,0.16351395845413208,0.7533618807792664,-0.08713650703430176,0.14268779754638672,0.7561715841293335,-0.13575129210948944,0.1598464846611023,0.8385211825370789,-0.148157998919487,0.17464874684810638,0.8930745720863342,-0.15015865862369537,0.12185385078191757,0.8060188889503479,-0.10269003361463547,0.11697723716497421,0.8279947638511658,-0.13883326947689056,0.1342564821243286,0.8904733061790466,-0.14851047098636627,0.15035367012023926,0.9300259947776794,-0.1501023769378662
